SamplingOperations_code,P(High),P(Good),P(Moderate),P(Bad),P(Poor),y_hat,confidence,entropy,n_votes
S02011000_20200708,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
S02013000_20090723,6.367186743183595e-20,4.2350914711890573e-07,0.9999994623683588,8.918701508634485e-14,1.1412240470767598e-07,Moderate,0.9999946708645612,8.57691261578092e-06,10
S02013000_20120731,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
S02013000_20160721,7.837358819681985e-22,1.82937505365466e-10,0.9999636299467859,2.1417407301531446e-13,3.636987006233372e-05,Moderate,0.9997464096081216,0.0004081379909182493,9
S02016050_20160722,0.999999999716477,2.8348470765067516e-10,2.7394247451053966e-20,3.82013163760536e-14,6.799020505480533e-19,High,0.9999999959001183,6.598505003474573e-09,9
S02016050_20170704,9.834482714892457e-08,0.9999999015303046,1.2486358793377005e-10,4.376846608048531e-15,8.462494815599139e-20,Good,0.9999989510965082,1.6881450462089399e-06,10
S02017000_20070808,7.843959074943169e-13,0.9982214032291654,0.0017785967687559254,1.0866606132380492e-12,2.074859382593455e-13,Good,0.9918984352590047,0.013038965444197267,10
S02018000_20130723,3.625934641517605e-23,4.776558907898964e-11,0.9999919035317695,2.326987296381325e-15,8.096420462724039e-06,Moderate,0.9999359895928931,0.00010302077598821922,10
S02018000_20160721,1.223792456422421e-18,4.222614440418155e-11,0.004803084995838972,6.318096475961702e-08,0.9951968517809701,Poor,0.9810903564981611,0.03043389716247265,9
S02018500_20100722,3.625934641517605e-23,4.776558907898964e-11,0.9999919035317695,2.326987296381325e-15,8.096420462724039e-06,Moderate,0.9999359895928931,0.00010302077598821922,10
S02018500_20110722,9.886042477740467e-12,0.9999985084839833,1.4915061229505374e-06,7.783214364983389e-15,9.286171291168341e-17,Good,0.9999866403946421,2.1501455358110027e-05,10
S02018500_20120731,1.146458810033176e-11,0.9999994897829972,5.10205531723416e-07,6.156999228356586e-15,1.182204448415478e-16,Good,0.9999950898078518,7.902649400724974e-06,10
S02018500_20160719,8.664653367222742e-21,9.245325875425059e-10,0.9999709657282221,7.846661406113992e-14,2.903334716683683e-05,Moderate,0.999793489134317,0.0003323664165598306,9
S02018780_20160728,0.9999999999956739,4.305309806234976e-12,1.047990673370179e-20,2.082658895653699e-14,3.7065672713279263e-19,High,0.9999999998757988,1.9989416190821023e-10,9
S02018780_20200730,0.9999999999502114,4.978128624700315e-11,1.4138019800732986e-21,7.258752430779287e-15,5.469618477564929e-20,High,0.9999999991837758,1.3136621501475447e-09,10
S02019000_20160721,6.144885182905289e-11,0.9964201288963743,0.0035798709837127473,3.3204619817741044e-11,2.525951315696637e-11,Good,0.9852514807803803,0.023736825984318984,9
S02019200_20190718,1.754411366221771e-21,5.253432695421991e-13,0.012503319014270523,1.5276957032840357e-09,0.9874966794575084,Poor,0.9582392000133926,0.0672114147520235,10
S02019500_20080807,3.279750495539426e-24,9.451439626484421e-12,0.9999898576078449,6.3515291128888554e-15,1.0142382697329136e-05,Moderate,0.9999212347743293,0.00012676774037583203,10
S02019500_20160720,2.530299189071583e-10,0.9999999681438317,3.160311113364282e-08,2.7380487409593378e-14,8.282543059878667e-18,Good,0.9999996375822819,5.832888155778926e-07,9
S02019500_20200730,2.7990900792359425e-11,0.9999999953447256,4.62728269345103e-09,7.473057168572964e-16,1.5168116551125448e-19,Good,0.999999941473826,9.419424327792558e-08,10
